name,value,year,lastValue,rank
SWITZERLAND,-17342,2018.9,-17497,1
ITALY,7207,2018.9,-7038,1
TAIWAN,-18916,2018.9,-15827,1
FRANCE,-10844,2018.9,-12491,1
UNITED STATES,1403736,2018.9,1801598,1
CHINA,637504,2018.9,714768,1
JAPAN,4016,2018.9,7265,1
ARGENTINA,-132020,2018.9,-156599,1
BRAZIL,481514,2018.9,519273,1
BELGIUM,892,2018.9,7302,1
CANADA,484855,2018.9,596001,1
BRAZIL,357814,2018.9,340456,1
BERMUDA,4070,2018.9,1129,1
JAPAN,3897,2018.9,2839,1
ISRAEL,-25033,2018.9,-23318,1
TAIWAN,-6735,2018.9,-13375,1
FRANCE,-16700,2018.9,-7667,1
GERMANY,-1733,2018.9,3510,1
HONG KONG,-39754,2018.9,-21461,1
BELGIUM,-12121,2018.9,631,1
NETHERLANDS,369781,2018.9,383950,1
ITALY,-9616,2018.9,5096,1
SWITZERLAND,-12445,2018.9,-12262,1
BRITAIN,967,2018.9,21210,1
SWEDEN,51994,2018.9,31464,1
CHINA,586098,2018.9,450750,1
UNITED STATES,1092186,2018.9,992517,1
TAIWAN,-9526,2018.9,-18916,1
JAPAN,5512,2018.9,4016,1
ISRAEL,-35404,2018.9,-32979,1
SWEDEN,73537,2018.9,44500,1
NETHERLANDS,522988,2018.9,543027,1
BELGIUM,-17143,2018.9,892,1
CANADA,685739,2018.9,842936,1
FRANCE,-23619,2018.9,-10844,1
BRAZIL,506063,2018.9,481514,1
UNITED STATES,1544699,2018.9,1403736,1
SWITZERLAND,-17601,2018.9,-17342,1
CHINA,828929,2018.9,637504,1
HONG KONG,-56225,2018.9,-30353,1
BRITAIN,1367,2018.9,29998,1
ITALY,-13600,2018.9,7207,1
GERMANY,-2451,2018.9,4965,1
BERMUDA,5756,2018.9,1596,1
ISRAEL,-18997,2018.9,-25033,1
NETHERLANDS,282141,2018.9,369781,1
TAIWAN,-4906,2018.9,-6735,1
BRAZIL,344556,2018.9,357814,1
ITALY,-10136,2018.9,-9616,1
SWITZERLAND,-7331,2018.9,-12445,1
BRITAIN,36130,2018.9,967,1
CHINA,480551,2018.9,586098,1
JAPAN,4277,2018.9,3897,1
UNITED STATES,1045534,2018.9,1092186,1
SWEDEN,63005,2018.9,51994,1
BELGIUM,-4977,2018.9,-12121,1
CANADA,514288,2018.9,484855,1
GERMANY,-1983,2018.9,-1733,1
FRANCE,-14645,2018.9,-16700,1
BERMUDA,6967,2018.9,4070,1
HONG KONG,-25683,2018.9,-39754,1
BERMUDA,9854,2018.9,5756,1
BELGIUM,-7039,2018.9,-17143,1
JAPAN,6049,2018.9,5512,1
HONG KONG,-36324,2018.9,-56225,1
NETHERLANDS,399037,2018.9,522988,1
TAIWAN,-6938,2018.9,-9526,1
FRANCE,-20713,2018.9,-23619,1
CANADA,727367,2018.9,685739,1
ISRAEL,-26868,2018.9,-35404,1
SWEDEN,89109,2018.9,73537,1
BRITAIN,51100,2018.9,1367,1
CHINA,679652,2018.9,828929,1
ITALY,-14336,2018.9,-13600,1
GERMANY,-2804,2018.9,-2451,1
SWITZERLAND,-10369,2018.9,-17601,1
UNITED STATES,1478718,2018.9,1544699,1
BRAZIL,487312,2018.9,506063,1
CHINA,531753,2018.9,480551,1
JAPAN,5754,2018.9,4277,1
SWITZERLAND,-7827,2018.9,-7331,1
BRAZIL,318651,2018.9,344556,1
NETHERLANDS,230603,2018.9,282141,1
ISRAEL,-16163,2018.9,-18997,1
ITALY,-7026,2018.9,-10136,1
BELGIUM,8564,2018.9,-4977,1
GERMANY,1633,2018.9,-1983,1
FRANCE,-11042,2018.9,-14645,1
BRITAIN,39520,2018.9,36130,1
SWEDEN,41796,2018.9,63005,1
CANADA,567612,2018.9,514288,1
TAIWAN,-2684,2018.9,-4906,1
UNITED STATES,1214572,2018.9,1045534,1
ARGENTINA,-87880,2018.9,-93345,1
BERMUDA,3638,2018.9,6967,1
CHINA,752068,2018.9,679652,1
BRITAIN,55894,2018.9,51100,1
ITALY,-9937,2018.9,-14336,1
ARGENTINA,-124290,2018.9,-132020,1
SWEDEN,59113,2018.9,89109,1
NETHERLANDS,326146,2018.9,399037,1
BERMUDA,5145,2018.9,9854,1
TAIWAN,-3795,2018.9,-6938,1
BELGIUM,12112,2018.9,-7039,1
JAPAN,8138,2018.9,6049,1
ISRAEL,-22860,2018.9,-26868,1
FRANCE,-15616,2018.9,-20713,1
UNITED STATES,1717791,2018.9,1478718,1
GERMANY,2310,2018.9,-2804,1
BRAZIL,450674,2018.9,487312,1
SWITZERLAND,-11069,2018.9,-10369,1
CANADA,802785,2018.9,727367,1
BELGIUM,12334,2018.9,8564,1
BERMUDA,-1899,2018.9,3638,1
UNITED STATES,969081,2018.9,1214572,1
JAPAN,5393,2018.9,5754,1
CANADA,656591,2018.9,567612,1
CHINA,622763,2018.9,531753,1
BRITAIN,47697,2018.9,39520,1
BRAZIL,429586,2018.9,318651,1
ISRAEL,-14569,2018.9,-16163,1
ARGENTINA,-79831,2018.9,-87880,1
NETHERLANDS,178702,2018.9,230603,1
FRANCE,-7118,2018.9,-11042,1
SWITZERLAND,-7266,2018.9,-7827,1
GERMANY,970,2018.9,1633,1
ITALY,-4610,2018.9,-7026,1
SWITZERLAND,-10276,2018.9,-11069,1
CHINA,880785,2018.9,752068,1
FRANCE,-10068,2018.9,-15616,1
CANADA,928629,2018.9,802785,1
GERMANY,1372,2018.9,2310,1
BRITAIN,67458,2018.9,55894,1
ISRAEL,-20605,2018.9,-22860,1
BRAZIL,607572,2018.9,450674,1
ITALY,-6520,2018.9,-9937,1
JAPAN,7628,2018.9,8138,1
NETHERLANDS,252742,2018.9,326146,1
BERMUDA,-2686,2018.9,5145,1
BELGIUM,17444,2018.9,12112,1
UNITED STATES,1370589,2018.9,1717791,1
ARGENTINA,-112907,2018.9,-124290,1
GERMANY,84,2018.9,970,1
IRELAND,30890,2018.9,21787,1
JAPAN,3781,2018.9,5393,1
CHINA,855913,2018.9,622763,1
UNITED STATES,1038827,2018.9,969081,1
BRAZIL,383504,2018.9,429586,1
NETHERLANDS,135210,2018.9,178702,1
ARGENTINA,-76583,2018.9,-79831,1
BRITAIN,88028,2018.9,47697,1
FRANCE,-2191,2018.9,-7118,1
ITALY,17806,2018.9,-4610,1
ISRAEL,-27025,2018.9,-14569,1
BERMUDA,271,2018.9,-1899,1
CANADA,781014,2018.9,656591,1
BELGIUM,4110,2018.9,12334,1
IRELAND,43689,2018.9,30814,1
UNITED STATES,1469233,2018.9,1370589,1
FRANCE,-3099,2018.9,-10068,1
BRAZIL,542397,2018.9,607572,1
NETHERLANDS,191231,2018.9,252742,1
ITALY,25183,2018.9,-6520,1
BELGIUM,5813,2018.9,17444,1
ARGENTINA,-108313,2018.9,-112907,1
JAPAN,5348,2018.9,7628,1
BRITAIN,124499,2018.9,67458,1
GERMANY,119,2018.9,1372,1
BERMUDA,384,2018.9,-2686,1
CHINA,1210533,2018.9,880785,1
CANADA,1104602,2018.9,928629,1
ISRAEL,-38221,2018.9,-20605,1
HONG KONG,-64127,2018.9,-25683,1
UNITED STATES,1444264,2018.9,1038827,1
ARGENTINA,-35522,2018.9,-76583,1
ISRAEL,-24876,2018.9,-27025,1
CANADA,792826,2018.9,781014,1
IRELAND,28335,2018.9,30890,1
JAPAN,-11975,2018.9,3781,1
GERMANY,1002,2018.9,84,1
BERMUDA,-23669,2018.9,271,1
ITALY,3317,2018.9,17806,1
FRANCE,23,2018.9,-2191,1
BRITAIN,6189,2018.9,88028,1
NETHERLANDS,122210,2018.9,135210,1
BRAZIL,311231,2018.9,383504,1
CHINA,519694,2018.9,855913,1
UNITED STATES,2042650,2018.9,1469233,1
JAPAN,-16936,2018.9,5348,1
ARGENTINA,-50239,2018.9,-108313,1
BRAZIL,440179,2018.9,542397,1
FRANCE,32,2018.9,-3099,1
HONG KONG,-90696,2018.9,-36324,1
IRELAND,40075,2018.9,43689,1
BRITAIN,8753,2018.9,124499,1
ITALY,4691,2018.9,25183,1
CANADA,1121308,2018.9,1104602,1
NETHERLANDS,172843,2018.9,191231,1
ISRAEL,-35183,2018.9,-38221,1
CHINA,735012,2018.9,1210533,1
BERMUDA,-33475,2018.9,384,1
GERMANY,1417,2018.9,119,1
ISRAEL,-23364,2018.9,-24876,1
FRANCE,-3606,2018.9,23,1
CHINA,379804,2018.9,519694,1
SWITZERLAND,-2795,2018.9,-7266,1
AUSTRALIA,-46512,2018.9,-13690,1
GERMANY,-655,2018.9,1002,1
UNITED STATES,1285815,2018.9,1444264,1
BERMUDA,-21350,2018.9,-23669,1
JAPAN,-11834,2018.9,-11975,1
CANADA,774997,2018.9,792826,1
HONG KONG,-17905,2018.9,-64127,1
SOUTH KOREA,-485,2018.9,6985,1
ITALY,3687,2018.9,3317,1
BRITAIN,33864,2018.9,6189,1
BRAZIL,252969,2018.9,311231,1
NETHERLANDS,102139,2018.9,122210,1
SWITZERLAND,-3953,2018.9,-10276,1
AUSTRALIA,-65783,2018.9,-19362,1
UNITED STATES,1818552,2018.9,2042650,1
CHINA,537165,2018.9,735012,1
BRITAIN,47895,2018.9,8753,1
JAPAN,-16737,2018.9,-16936,1
SOUTH KOREA,-686,2018.9,9878,1
CANADA,1096093,2018.9,1121308,1
BERMUDA,-30195,2018.9,-33475,1
HONG KONG,-25323,2018.9,-90696,1
NETHERLANDS,144457,2018.9,172843,1
ISRAEL,-33044,2018.9,-35183,1
BRAZIL,357779,2018.9,440179,1
ITALY,5215,2018.9,4691,1
GERMANY,-926,2018.9,1417,1
FRANCE,-5100,2018.9,32,1
CANADA,765886,2018.9,774997,1
SOUTH KOREA,-4409,2018.9,-485,1
AUSTRALIA,-30577,2018.9,-46512,1
BERMUDA,-23646,2018.9,-21350,1
FRANCE,-3647,2018.9,-3606,1
ISRAEL,-20783,2018.9,-23364,1
BRITAIN,30261,2018.9,33864,1
BRAZIL,283111,2018.9,252969,1
NETHERLANDS,231160,2018.9,102139,1
SWITZERLAND,12764,2018.9,-2795,1
CHINA,436565,2018.9,379804,1
UNITED STATES,1462154,2018.9,1285815,1
ITALY,2263,2018.9,3687,1
JAPAN,-16171,2018.9,-11834,1
GERMANY,1952,2018.9,-655,1
BRAZIL,400410,2018.9,357779,1
NETHERLANDS,326935,2018.9,144457,1
SOUTH KOREA,-6236,2018.9,-686,1
BERMUDA,-33443,2018.9,-30195,1
JAPAN,-22870,2018.9,-16737,1
ITALY,3201,2018.9,5215,1
SWITZERLAND,18052,2018.9,-3953,1
ISRAEL,-29394,2018.9,-33044,1
BRITAIN,42799,2018.9,47895,1
AUSTRALIA,-43245,2018.9,-65783,1
GERMANY,2761,2018.9,-926,1
CANADA,1083207,2018.9,1096093,1
FRANCE,-5157,2018.9,-5100,1
UNITED STATES,2067952,2018.9,1818552,1
CHINA,617442,2018.9,537165,1
AUSTRALIA,-55603,2018.9,-30577,1
ITALY,2387,2018.9,2263,1
UNITED STATES,1504545,2018.9,1462154,1
GERMANY,2513,2018.9,1952,1
CANADA,702405,2018.9,765886,1
BRITAIN,29887,2018.9,30261,1
ISRAEL,-19806,2018.9,-20783,1
SWITZERLAND,3815,2018.9,12764,1
CHINA,540454,2018.9,436565,1
BERMUDA,-25531,2018.9,-23646,1
SOUTH KOREA,-4312,2018.9,-4409,1
JAPAN,-13921,2018.9,-16171,1
NETHERLANDS,222841,2018.9,231160,1
BRAZIL,317898,2018.9,283111,1
FRANCE,-6294,2018.9,-3647,1
BRITAIN,42269,2018.9,42799,1
CHINA,764374,2018.9,617442,1
GERMANY,3555,2018.9,2761,1
ITALY,3376,2018.9,3201,1
SWITZERLAND,5395,2018.9,18052,1
BERMUDA,-36110,2018.9,-33443,1
CANADA,993424,2018.9,1083207,1
FRANCE,-8901,2018.9,-5157,1
BRAZIL,449609,2018.9,400410,1
AUSTRALIA,-78640,2018.9,-43245,1
ISRAEL,-28012,2018.9,-29394,1
NETHERLANDS,315168,2018.9,326935,1
JAPAN,-19689,2018.9,-22870,1
UNITED STATES,2127906,2018.9,2067952,1
SOUTH KOREA,-6098,2018.9,-6236,1
CANADA,600818,2018.9,702405,1
JAPAN,-13738,2018.9,-13921,1
NETHERLANDS,381746,2018.9,222841,1
GERMANY,4002,2018.9,2513,1
SOUTH KOREA,-7678,2018.9,-4312,1
ITALY,1277,2018.9,2387,1
CHINA,606972,2018.9,540454,1
BRITAIN,50189,2018.9,29887,1
SWITZERLAND,52,2018.9,3815,1
BERMUDA,-43135,2018.9,-25531,1
UNITED STATES,1755461,2018.9,1504545,1
ISRAEL,-20856,2018.9,-19806,1
FRANCE,-6888,2018.9,-6294,1
BRAZIL,356469,2018.9,317898,1
JAPAN,-19430,2018.9,-19689,1
BRAZIL,504160,2018.9,449609,1
ISRAEL,-29497,2018.9,-28012,1
SOUTH KOREA,-10859,2018.9,-6098,1
GERMANY,5660,2018.9,3555,1
FRANCE,-9741,2018.9,-8901,1
NETHERLANDS,539910,2018.9,315168,1
CHINA,858452,2018.9,764374,1
ITALY,1806,2018.9,3376,1
SWITZERLAND,74,2018.9,5395,1
BERMUDA,-61007,2018.9,-36110,1
UNITED STATES,2482781,2018.9,2127906,1
CANADA,849748,2018.9,993424,1
BRITAIN,70984,2018.9,42269,1
FRANCE,-5610,2018.9,-6888,1
BRAZIL,302112,2018.9,356469,1
JAPAN,-26900,2018.9,-13738,1
CANADA,635010,2018.9,600818,1
UNITED STATES,1187785,2018.9,1755461,1
ITALY,3018,2018.9,1277,1
CHINA,574507,2018.9,606972,1
GERMANY,1392,2018.9,4002,1
BRITAIN,47632,2018.9,50189,1
SOUTH KOREA,-2965,2018.9,-7678,1
SWITZERLAND,7916,2018.9,52,1
ISRAEL,-9917,2018.9,-20856,1
NETHERLANDS,316342,2018.9,381746,1
BERMUDA,-34610,2018.9,-43135,1
BRITAIN,67367,2018.9,70984,1
BRAZIL,427282,2018.9,504160,1
CANADA,898106,2018.9,849748,1
BERMUDA,-48950,2018.9,-61007,1
SWITZERLAND,11195,2018.9,74,1
NETHERLANDS,447408,2018.9,539910,1
SOUTH KOREA,-4194,2018.9,-10859,1
CHINA,812535,2018.9,858452,1
GERMANY,1969,2018.9,5660,1
ITALY,4269,2018.9,1806,1
FRANCE,-7934,2018.9,-9741,1
JAPAN,-38045,2018.9,-19430,1
ISRAEL,-14026,2018.9,-29497,1
UNITED STATES,1679907,2018.9,2482781,1
ISRAEL,-8770,2018.9,-9917,1
NETHERLANDS,222133,2018.9,316342,1
BRITAIN,44053,2018.9,47632,1
BRAZIL,258832,2018.9,302112,1
BERMUDA,-40432,2018.9,-34610,1
SWITZERLAND,5220,2018.9,7916,1
CHINA,545567,2018.9,574507,1
UNITED STATES,1010207,2018.9,1187785,1
GERMANY,1143,2018.9,1392,1
JAPAN,-28242,2018.9,-26900,1
CANADA,667601,2018.9,635010,1
SOUTH KOREA,-598,2018.9,-2965,1
ITALY,3831,2018.9,3018,1
FRANCE,-6241,2018.9,-5610,1
UNITED STATES,1428755,2018.9,1679907,1
SOUTH KOREA,-845,2018.9,-4194,1
CHINA,771606,2018.9,812535,1
FRANCE,-8827,2018.9,-7934,1
JAPAN,-39944,2018.9,-38045,1
BRITAIN,62305,2018.9,67367,1
CANADA,944200,2018.9,898106,1
ISRAEL,-12404,2018.9,-14026,1
GERMANY,1617,2018.9,1969,1
BRAZIL,366072,2018.9,427282,1
NETHERLANDS,314168,2018.9,447408,1
BERMUDA,-57184,2018.9,-48950,1
SWITZERLAND,7383,2018.9,11195,1
ITALY,5419,2018.9,4269,1
NETHERLANDS,105410,2018.9,222133,1
BERMUDA,-41006,2018.9,-40432,1
BRAZIL,252949,2018.9,258832,1
UNITED STATES,1099853,2018.9,1010207,1
ISRAEL,-6139,2018.9,-8770,1
BRITAIN,35488,2018.9,44053,1
FRANCE,-6130,2018.9,-6241,1
SWITZERLAND,12660,2018.9,5220,1
ITALY,67,2018.9,3831,1
GERMANY,1566,2018.9,1143,1
CANADA,754477,2018.9,667601,1
JAPAN,-23725,2018.9,-28242,1
CHINA,573679,2018.9,545567,1
JAPAN,-33554,2018.9,-39944,1
ITALY,94,2018.9,5419,1
BERMUDA,-57996,2018.9,-57184,1
BRAZIL,357750,2018.9,366072,1
FRANCE,-8670,2018.9,-8827,1
CANADA,1067071,2018.9,944200,1
SWITZERLAND,17905,2018.9,7383,1
GERMANY,2214,2018.9,1617,1
UNITED STATES,1555542,2018.9,1428755,1
CHINA,811365,2018.9,771606,1
ISRAEL,-8683,2018.9,-12404,1
NETHERLANDS,149083,2018.9,314168,1
BRITAIN,50192,2018.9,62305,1
JAPAN,-15253,2018.9,-23725,1
UNITED STATES,1219716,2018.9,1099853,1
CANADA,727712,2018.9,754477,1
SWITZERLAND,9659,2018.9,12660,1
TAIWAN,-3399,2018.9,-2684,1
FRANCE,-6036,2018.9,-6130,1
CHINA,554863,2018.9,573679,1
ISRAEL,-5260,2018.9,-6139,1
BRITAIN,36833,2018.9,35488,1
BRAZIL,282276,2018.9,252949,1
NETHERLANDS,26508,2018.9,105410,1
BERMUDA,-32614,2018.9,-41006,1
GERMANY,2242,2018.9,1566,1
ITALY,927,2018.9,67,1
ISRAEL,-7440,2018.9,-8683,1
TAIWAN,-4807,2018.9,-3795,1
GERMANY,3172,2018.9,2214,1
SWITZERLAND,13661,2018.9,17905,1
CHINA,784753,2018.9,811365,1
CANADA,1029217,2018.9,1067071,1
FRANCE,-8536,2018.9,-8670,1
BRAZIL,399228,2018.9,357750,1
BERMUDA,-46126,2018.9,-57996,1
NETHERLANDS,37491,2018.9,149083,1
JAPAN,-21572,2018.9,-33554,1
ITALY,1310,2018.9,94,1
UNITED STATES,1725067,2018.9,1555542,1
BRITAIN,52094,2018.9,50192,1
BERMUDA,-26763,2018.9,-32614,1
GERMANY,12738,2018.9,2242,1
CHINA,382928,2018.9,554863,1
ISRAEL,-3410,2018.9,-5260,1
FRANCE,-4008,2018.9,-6036,1
UNITED STATES,1261323,2018.9,1219716,1
BRAZIL,275457,2018.9,282276,1
BRITAIN,46725,2018.9,36833,1
TAIWAN,-5325,2018.9,-3399,1
SWITZERLAND,22611,2018.9,9659,1
JAPAN,-38004,2018.9,-15253,1
CANADA,737984,2018.9,727712,1
NETHERLANDS,48921,2018.9,26508,1
ITALY,812,2018.9,927,1
UNITED STATES,1783912,2018.9,1725067,1
NETHERLANDS,69190,2018.9,37491,1
SWITZERLAND,31979,2018.9,13661,1
CANADA,1043745,2018.9,1029217,1
JAPAN,-53750,2018.9,-21572,1
BERMUDA,-37851,2018.9,-46126,1
FRANCE,-5668,2018.9,-8536,1
ITALY,1149,2018.9,1310,1
CHINA,541583,2018.9,784753,1
GERMANY,18015,2018.9,3172,1
BRAZIL,389584,2018.9,399228,1
ISRAEL,-4822,2018.9,-7440,1
BRITAIN,66083,2018.9,52094,1
TAIWAN,-7531,2018.9,-4807,1
FRANCE,-2160,2018.9,-4008,1
JAPAN,-12574,2018.9,-38004,1
CHINA,345437,2018.9,382928,1
ITALY,-1752,2018.9,812,1
SWITZERLAND,22474,2018.9,22611,1
NETHERLANDS,35519,2018.9,48921,1
BRAZIL,254637,2018.9,275457,1
BRITAIN,2070,2018.9,46725,1
UNITED STATES,1342698,2018.9,1261323,1
BERMUDA,-32521,2018.9,-26763,1
ISRAEL,-2864,2018.9,-3410,1
TAIWAN,-4811,2018.9,-5325,1
CANADA,859232,2018.9,737984,1
GERMANY,7873,2018.9,12738,1
GERMANY,11134,2018.9,18015,1
ISRAEL,-4051,2018.9,-4822,1
BRITAIN,2928,2018.9,66083,1
ITALY,-2477,2018.9,1149,1
JAPAN,-17784,2018.9,-53750,1
BRAZIL,360138,2018.9,389584,1
FRANCE,-3055,2018.9,-5668,1
BERMUDA,-45996,2018.9,-37851,1
CANADA,1215228,2018.9,1043745,1
NETHERLANDS,50235,2018.9,69190,1
SWITZERLAND,31785,2018.9,31979,1
TAIWAN,-6804,2018.9,-7531,1
CHINA,488558,2018.9,541583,1
UNITED STATES,1899003,2018.9,1783912,1
GERMANY,3384,2018.10,7873,1
JAPAN,-16203,2018.10,-12574,1
BRITAIN,-4424,2018.10,2070,1
FRANCE,-3760,2018.10,-2160,1
CANADA,916585,2018.10,859232,1
BERMUDA,-15220,2018.10,-32521,1
ISRAEL,-2327,2018.10,-2864,1
BRAZIL,269609,2018.10,254637,1
NETHERLANDS,31974,2018.10,35519,1
TAIWAN,-4077,2018.10,-4811,1
SWITZERLAND,26466,2018.10,22474,1
ITALY,-6136,2018.10,-1752,1
UNITED STATES,1286023,2018.10,1342698,1
CHINA,337039,2018.10,345437,1
CHINA,476681,2018.10,488558,1
SWITZERLAND,37432,2018.10,31785,1
TAIWAN,-5766,2018.10,-6804,1
UNITED STATES,1818846,2018.10,1899003,1
BRAZIL,381313,2018.10,360138,1
JAPAN,-22917,2018.10,-17784,1
FRANCE,-5318,2018.10,-3055,1
ITALY,-8679,2018.10,-2477,1
BERMUDA,-21526,2018.10,-45996,1
ISRAEL,-3291,2018.10,-4051,1
CANADA,1296344,2018.10,1215228,1
GERMANY,4786,2018.10,11134,1
BRITAIN,-6257,2018.10,2928,1
NETHERLANDS,45221,2018.10,50235,1
CANADA,770178,2018.10,916585,1
SWEDEN,64646,2018.10,41796,1
GERMANY,2728,2018.10,3384,1
CHINA,252743,2018.10,337039,1
ITALY,-4061,2018.10,-6136,1
FRANCE,-1209,2018.10,-3760,1
NETHERLANDS,6397,2018.10,31974,1
BRAZIL,271405,2018.10,269609,1
ISRAEL,3080,2018.10,-2327,1
SWITZERLAND,32609,2018.10,26466,1
BRITAIN,6516,2018.10,-4424,1
BERMUDA,-5067,2018.10,-15220,1
TAIWAN,-2654,2018.10,-4077,1
JAPAN,-14372,2018.10,-16203,1
UNITED STATES,1249631,2018.10,1286023,1
BRAZIL,383854,2018.10,381313,1
ISRAEL,4356,2018.10,-3291,1
GERMANY,3858,2018.10,4786,1
TAIWAN,-3754,2018.10,-5766,1
ITALY,-5743,2018.10,-8679,1
SWEDEN,91430,2018.10,59113,1
CHINA,357459,2018.10,476681,1
BRITAIN,9216,2018.10,-6257,1
CANADA,1089277,2018.10,1296344,1
UNITED STATES,1767376,2018.10,1818846,1
BERMUDA,-7166,2018.10,-21526,1
NETHERLANDS,9047,2018.10,45221,1
JAPAN,-20327,2018.10,-22917,1
FRANCE,-1709,2018.10,-5318,1
SWITZERLAND,46120,2018.10,37432,1
TAIWAN,-3219,2018.10,-2654,1
CANADA,642616,2018.10,770178,1
CHINA,256535,2018.10,252743,1
BERMUDA,-10972,2018.10,-5067,1
GERMANY,4272,2018.10,2728,1
BRAZIL,341238,2018.10,271405,1
ITALY,-3607,2018.10,-4061,1
SWEDEN,69152,2018.10,64646,1
SWITZERLAND,29966,2018.10,32609,1
UNITED STATES,1247161,2018.10,1249631,1
BRITAIN,24422,2018.10,6516,1
ISRAEL,-5232,2018.10,3080,1
FRANCE,-3714,2018.10,-1209,1
NETHERLANDS,33564,2018.10,6397,1
JAPAN,-11575,2018.10,-14372,1
NETHERLANDS,47470,2018.10,9047,1
FRANCE,-5253,2018.10,-1709,1
UNITED STATES,1763883,2018.10,1767376,1
JAPAN,-16371,2018.10,-20327,1
SWEDEN,97802,2018.10,91430,1
TAIWAN,-4552,2018.10,-3754,1
GERMANY,6041,2018.10,3858,1
CANADA,908864,2018.10,1089277,1
ISRAEL,-7399,2018.10,4356,1
BRAZIL,482619,2018.10,383854,1
SWITZERLAND,42381,2018.10,46120,1
BRITAIN,34541,2018.10,9216,1
CHINA,362823,2018.10,357459,1
ITALY,-5101,2018.10,-5743,1
BERMUDA,-15518,2018.10,-7166,1
BRAZIL,244266,2018.10,341238,1
FRANCE,-1464,2018.10,-3714,1
TAIWAN,-2604,2018.10,-3219,1
ITALY,-2350,2018.10,-3607,1
SWITZERLAND,41974,2018.10,29966,1
SWEDEN,57794,2018.10,69152,1
NETHERLANDS,-7144,2018.10,33564,1
CANADA,644072,2018.10,642616,1
CHINA,182517,2018.10,256535,1
GERMANY,2998,2018.10,4272,1
UNITED STATES,1299009,2018.10,1247161,1
BERMUDA,-5232,2018.10,-10972,1
JAPAN,-11398,2018.10,-11575,1
ISRAEL,-5060,2018.10,-5232,1
BRITAIN,31442,2018.10,24422,1
UNITED STATES,1837213,2018.10,1763883,1
BRITAIN,44469,2018.10,34541,1
FRANCE,-2071,2018.10,-5253,1
ITALY,-3323,2018.10,-5101,1
NETHERLANDS,-10103,2018.10,47470,1
SWITZERLAND,59365,2018.10,42381,1
GERMANY,4241,2018.10,6041,1
ISRAEL,-7157,2018.10,-7399,1
BERMUDA,-7400,2018.10,-15518,1
JAPAN,-16121,2018.10,-16371,1
BRAZIL,345470,2018.10,482619,1
SWEDEN,81739,2018.10,97802,1
CANADA,910924,2018.10,908864,1
TAIWAN,-3683,2018.10,-4552,1
CHINA,258137,2018.10,362823,1
BERMUDA,-10272,2018.10,-5232,1
CHINA,193968,2018.10,182517,1
ISRAEL,-2914,2018.10,-5060,1
NETHERLANDS,23886,2018.10,-7144,1
CANADA,716943,2018.10,644072,1
BRITAIN,-829,2018.10,31442,1
SWEDEN,90445,2018.10,57794,1
UNITED STATES,1222619,2018.10,1299009,1
BRAZIL,294440,2018.10,244266,1
SWITZERLAND,26321,2018.10,41974,1
TAIWAN,-3315,2018.10,-2604,1
ITALY,-4816,2018.10,-2350,1
FRANCE,-5025,2018.10,-1464,1
JAPAN,-5545,2018.10,-11398,1
GERMANY,2682,2018.10,2998,1
CANADA,1013986,2018.10,910924,1
JAPAN,-7843,2018.10,-16121,1
ITALY,-6811,2018.10,-3323,1
BRAZIL,416432,2018.10,345470,1
BERMUDA,-14528,2018.10,-7400,1
ISRAEL,-4122,2018.10,-7157,1
NETHERLANDS,33782,2018.10,-10103,1
SWITZERLAND,37227,2018.10,59365,1
BRITAIN,-1172,2018.10,44469,1
TAIWAN,-4688,2018.10,-3683,1
GERMANY,3793,2018.10,4241,1
SWEDEN,127918,2018.10,81739,1
FRANCE,-7107,2018.10,-2071,1
CHINA,274333,2018.10,258137,1
UNITED STATES,1729173,2018.10,1837213,1
ISRAEL,-9686,2018.10,-2914,1
SWEDEN,94155,2018.10,90445,1
BRAZIL,239473,2018.10,294440,1
JAPAN,-4872,2018.10,-5545,1
CHINA,216368,2018.10,193968,1
TAIWAN,-458,2018.10,-3315,1
FRANCE,-6027,2018.10,-5025,1
CANADA,827280,2018.10,716943,1
ITALY,-9258,2018.10,-4816,1
UNITED STATES,1194087,2018.10,1222619,1
BERMUDA,-10386,2018.10,-10272,1
BRITAIN,24709,2018.10,-829,1
GERMANY,1372,2018.10,2682,1
SWITZERLAND,15326,2018.10,26321,1
NETHERLANDS,18553,2018.10,23886,1
TAIWAN,-647,2018.10,-4688,1
SWITZERLAND,21676,2018.10,37227,1
ISRAEL,-13699,2018.10,-4122,1
BRAZIL,338691,2018.10,416432,1
CANADA,1170037,2018.10,1013986,1
UNITED STATES,1688820,2018.10,1729173,1
SWEDEN,133165,2018.10,127918,1
JAPAN,-6890,2018.10,-7843,1
GERMANY,1941,2018.10,3793,1
CHINA,306014,2018.10,274333,1
FRANCE,-8525,2018.10,-7107,1
BERMUDA,-14689,2018.10,-14528,1
BRITAIN,34946,2018.10,-1172,1
NETHERLANDS,26240,2018.10,33782,1
ITALY,-13094,2018.10,-6811,1
SWITZERLAND,29335,2018.10,15326,1
ITALY,-16681,2018.10,-9258,1
GERMANY,2748,2018.10,1372,1
FRANCE,-7750,2018.10,-6027,1
CANADA,960283,2018.10,827280,1
SWEDEN,88892,2018.10,94155,1
BERMUDA,-13772,2018.10,-10386,1
UNITED STATES,1503672,2018.10,1194087,1
CHINA,167341,2018.10,216368,1
TAIWAN,808,2018.10,-458,1
